MONEDA; MONTODEUDASOL ;EQUIPO;Fecha Desembolso;Dias desde Desembolso;TEA DESEMBOLSO PROMEDIO (%);TEA OFERTA;NIVEL DE PRIORIDAD;
SOLES;997133;Bex Digital 2 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;223727;Bex Digital 5 ;1/9/2017;1297;8,15%;7,15%;Prioridad 4;
SOLES;420399;Bex Digital 17;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;969210;Bex Digital 18;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;548359;Bex Digital 6 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;269767;Bex Digital 2 ;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;282278;Bex Digital 17;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;1530964;Bex Digital 13;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;636719;Bex Digital 5 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;458999;Bex Digital 10;1/3/2018;1116;7,30%;6,30%;Prioridad 4;
SOLES;202623;Bex Digital 15;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;331813;Bex Digital 20;1/12/2018;841;7,65%;6,65%;Prioridad 2;
SOLES;288046;Bex Digital 6 ;1/6/2018;1024;7,14%;6,14%;Prioridad 2;
SOLES;337670;Bex Digital 6 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;943417;Bex Digital 13;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;267726;Bex Digital 10;1/1/2019;810;7,86%;6,86%;Prioridad 3;
SOLES;304328;Bex Digital 14;1/1/2020;445;6,82%;5,82%;Prioridad 4;
SOLES;264564;Bex Digital 14;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;452750;Bex Digital 9 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;294500;Bex Digital 13;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;617762;Bex Digital 1;1/12/2017;1206;8,07%;7,07%;Prioridad 4;
SOLES;429116;Bex Digital 18;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;324177;Bex Digital 11;1/7/2019;629;7,01%;6,01%;Prioridad 4;
SOLES;421265;Bex Digital 16;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;469020;Bex Digital 10;1/4/2018;1085;7,40%;6,40%;Prioridad 4;
SOLES;243436;Bex Digital 2 ;1/5/2017;1420;8,57%;7,57%;Prioridad 4;
SOLES;327941;Bex Digital 14;1/10/2018;902;7,05%;6,05%;Prioridad 1;
SOLES;266611;Bex Digital 10;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;212795;Bex Digital 10;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;473840;Bex Digital 13;1/6/2018;1024;7,14%;6,14%;Prioridad 2;
SOLES;392336;Bex Digital 17;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;627497;Bex Digital 14;1/10/2019;537;6,96%;5,96%;Prioridad 4;
SOLES;274946;Bex Digital 10;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;478711;Bex Digital 10;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;252130;Bex Digital 18;1/10/2018;902;7,05%;6,05%;Prioridad 1;
SOLES;354844;Bex Digital 5 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;546688;Bex Digital 4 ;1/5/2020;324;6,58%;5,58%;Prioridad 2;
SOLES;654475;Bex Digital 10;1/4/2017;1450;8,65%;7,65%;Prioridad 4;
SOLES;1874997;Bex Digital 14;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;297820;Bex Digital 11;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;341694;Bex Digital 5 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;210988;Bex Digital 10;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;460606;Bex Digital 10;1/3/2019;751;8,08%;7,08%;Prioridad 4;
SOLES;596908;Bex Digital 14;1/10/2014;2363;9,13%;8,13%;Prioridad 4;
SOLES;281219;Bex Digital 5 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;361248;Bex Digital 18;1/2/2020;414;6,82%;5,82%;Prioridad 4;
SOLES;238133;Bex Digital 10;1/2/2019;779;8,15%;7,15%;Prioridad 4;
SOLES;1212248;Bex Digital 15;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;648835;Bex Digital 13;1/6/2020;293;6,59%;5,59%;Prioridad 3;
DOLARES;322381;Bex Digital 12;1/6/2020;293;5,41%;5,00%;Prioridad 4;
SOLES;255609;Bex Digital 7 ;1/11/2015;1967;8,63%;7,63%;Prioridad 2;
SOLES;274917;Bex Digital 12;1/12/2018;841;7,65%;6,65%;Prioridad 2;
SOLES;274250;Bex Digital 18;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;665550;Bex Digital 15;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;562308;Bex Digital 18;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;380502;Bex Digital 9 ;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;450225;Bex Digital 18;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;615995;Bex Digital 13;1/7/2017;1359;8,34%;7,34%;Prioridad 4;
SOLES;648826;Bex Digital 20;1/1/2019;810;7,86%;6,86%;Prioridad 3;
SOLES;481727;Bex Digital 14;1/4/2017;1450;8,65%;7,65%;Prioridad 4;
SOLES;316260;Bex Digital 2 ;1/3/2017;1481;8,61%;7,61%;Prioridad 4;
SOLES;366961;Bex Digital 6 ;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;359858;Bex Digital 21;1/8/2018;963;7,40%;6,40%;Prioridad 3;
SOLES;415565;Bex Digital 15;1/5/2020;324;6,58%;5,58%;Prioridad 2;
SOLES;453576;Bex Digital 11;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;545548;Bex Digital 11;1/10/2019;537;6,96%;5,96%;Prioridad 4;
SOLES;680562;Bex Digital 11;1/5/2020;324;6,58%;5,58%;Prioridad 2;
SOLES;312623;Bex Digital 20;1/7/2019;629;7,01%;6,01%;Prioridad 4;
SOLES;1088038;Bex Digital 7 ;1/11/2018;871;7,18%;6,18%;Prioridad 1;
SOLES;411411;Bex Digital 13;1/12/2019;476;6,84%;5,84%;Prioridad 4;
SOLES;231449;Bex Digital 16;1/9/2018;932;7,00%;6,00%;Prioridad 2;
SOLES;789986;Bex Digital 13;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;693434;Bex Digital 6 ;1/1/2020;445;6,82%;5,82%;Prioridad 4;
SOLES;744945;Bex Digital 9 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;359756;Bex Digital 20;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;451385;Bex Digital 13;1/9/2018;932;7,00%;6,00%;Prioridad 2;
SOLES;431522;Bex Digital 4 ;1/12/2019;476;6,84%;5,84%;Prioridad 4;
SOLES;259106;Bex Digital 20;1/12/2018;841;7,65%;6,65%;Prioridad 2;
SOLES;202763;Bex Digital 12;1/8/2019;598;7,43%;6,43%;Prioridad 4;
SOLES;345294;Bex Digital 12;1/5/2020;324;6,58%;5,58%;Prioridad 2;
SOLES;635416;Bex Digital 12;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;453092;Bex Digital 2 ;1/9/2019;567;7,18%;6,18%;Prioridad 4;
SOLES;259695;Bex Digital 18;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;488190;Bex Digital 20;1/7/2019;629;7,01%;6,01%;Prioridad 4;
SOLES;280905;Bex Digital 11;1/8/2017;1328;8,13%;7,13%;Prioridad 4;
SOLES;257986;Bex Digital 17;1/4/2017;1450;8,65%;7,65%;Prioridad 4;
SOLES;441855;Bex Digital 7 ;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;449770;Bex Digital 3 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;807163;Bex Digital 13;1/4/2017;1450;8,65%;7,65%;Prioridad 4;
SOLES;498499;Bex Digital 20;1/7/2018;994;7,15%;6,15%;Prioridad 2;
SOLES;354347;Bex Digital 20;1/7/2020;263;6,44%;5,44%;Prioridad 3;
DOLARES;237255;Bex Digital 7 ;1/6/2020;293;5,41%;5,00%;Prioridad 4;
SOLES;759154;Bex Digital 16;1/3/2016;1846;9,31%;8,31%;Prioridad 3;
SOLES;304411;Bex Digital 10;1/3/2015;2212;8,43%;7,43%;Prioridad 4;
SOLES;224731;Bex Digital 15;1/5/2017;1420;8,57%;7,57%;Prioridad 4;
SOLES;809428;Bex Digital 11;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;318021;Bex Digital 17;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;353974;Bex Digital 16;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;333978;Bex Digital 14;1/11/2018;871;7,18%;6,18%;Prioridad 1;
SOLES;332953;Bex Digital 2 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;345254;Bex Digital 14;1/6/2017;1389;8,34%;7,34%;Prioridad 4;
SOLES;214790;Bex Digital 21;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;299204;Bex Digital 2 ;1/5/2020;324;6,58%;5,58%;Prioridad 2;
SOLES;698109;Bex Digital 13;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;320851;Bex Digital 12;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;243580;Bex Digital 11;1/5/2018;1055;7,43%;6,43%;Prioridad 3;
SOLES;432915;Bex Digital 16;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;353246;Bex Digital 13;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;491380;Bex Digital 16;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;392588;Bex Digital 6 ;1/11/2017;1236;8,24%;7,24%;Prioridad 4;
SOLES;732685;Bex Digital 7 ;1/9/2019;567;7,18%;6,18%;Prioridad 4;
SOLES;425765;Bex Digital 5 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;295159;Bex Digital 9 ;1/10/2016;1632;9,05%;8,05%;Prioridad 4;
SOLES;265549;Bex Digital 13;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;208669;Bex Digital 3 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;741975;Bex Digital 10;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;324142;Bex Digital 10;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;387145;Bex Digital 5 ;1/11/2019;506;6,83%;5,83%;Prioridad 4;
SOLES;294072;Bex Digital 4 ;1/7/2016;1724;9,52%;8,52%;Prioridad 4;
SOLES;395921;Bex Digital 1;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;247002;Bex Digital 1;1/4/2018;1085;7,40%;6,40%;Prioridad 4;
SOLES;383356;Bex Digital 6 ;1/9/2018;932;7,00%;6,00%;Prioridad 2;
SOLES;391675;Bex Digital 11;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;483727;Bex Digital 20;1/8/2017;1328;8,13%;7,13%;Prioridad 4;
SOLES;269826;Bex Digital 13;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;308105;Bex Digital 15;1/11/2018;871;7,18%;6,18%;Prioridad 1;
SOLES;386006;Bex Digital 2 ;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;232824;Bex Digital 9 ;1/10/2015;1998;8,31%;7,31%;Prioridad 1;
SOLES;241033;Bex Digital 14;1/7/2020;263;6,44%;5,44%;Prioridad 3;
DOLARES;539410;Bex Digital 7 ;1/6/2020;293;5,41%;5,00%;Prioridad 4;
SOLES;826914;Bex Digital 12;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;298992;Bex Digital 15;1/6/2019;659;7,98%;6,98%;Prioridad 4;
SOLES;241578;Bex Digital 16;1/8/2017;1328;8,13%;7,13%;Prioridad 4;
SOLES;202458;Bex Digital 6 ;1/5/2018;1055;7,43%;6,43%;Prioridad 3;
SOLES;464450;Bex Digital 7 ;1/1/2020;445;6,82%;5,82%;Prioridad 4;
SOLES;644910;Bex Digital 16;1/5/2020;324;6,58%;5,58%;Prioridad 2;
SOLES;396301;Bex Digital 6 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;326183;Bex Digital 12;1/9/2018;932;7,00%;6,00%;Prioridad 2;
SOLES;506666;Bex Digital 2 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;587747;Bex Digital 14;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;212708;Bex Digital 4 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;656749;Bex Digital 2 ;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;218201;Bex Digital 9 ;1/4/2018;1085;7,40%;6,40%;Prioridad 4;
SOLES;744843;Bex Digital 14;1/10/2018;902;7,05%;6,05%;Prioridad 1;
SOLES;345494;Bex Digital 14;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;899710;Bex Digital 14;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;397982;Bex Digital 7 ;1/11/2015;1967;8,63%;7,63%;Prioridad 2;
SOLES;202824;Bex Digital 9 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;412988;Bex Digital 19;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;546775;Bex Digital 3 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;323055;Bex Digital 5 ;1/11/2017;1236;8,24%;7,24%;Prioridad 4;
SOLES;228858;Bex Digital 16;1/10/2018;902;7,05%;6,05%;Prioridad 1;
SOLES;265928;Bex Digital 16;1/3/2015;2212;8,43%;7,43%;Prioridad 4;
SOLES;269557;Bex Digital 11;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;247984;Bex Digital 13;1/11/2019;506;6,83%;5,83%;Prioridad 4;
SOLES;315745;Bex Digital 15;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;277007;Bex Digital 7 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;536849;Bex Digital 13;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;272762;Bex Digital 10;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;624627;Bex Digital 18;1/8/2018;963;7,40%;6,40%;Prioridad 3;
SOLES;420578;Bex Digital 2 ;1/4/2018;1085;7,40%;6,40%;Prioridad 4;
SOLES;523178;Bex Digital 12;1/9/2017;1297;8,15%;7,15%;Prioridad 4;
SOLES;229780;Bex Digital 6 ;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;336796;Bex Digital 17;1/12/2019;476;6,84%;5,84%;Prioridad 4;
SOLES;624150;Bex Digital 5 ;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;265803;Bex Digital 4 ;1/5/2017;1420;8,57%;7,57%;Prioridad 4;
SOLES;350306;Bex Digital 12;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;267926;Bex Digital 14;1/4/2018;1085;7,40%;6,40%;Prioridad 4;
SOLES;443843;Bex Digital 18;1/10/2019;537;6,96%;5,96%;Prioridad 4;
SOLES;484348;Bex Digital 12;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;223809;Bex Digital 16;1/12/2018;841;7,65%;6,65%;Prioridad 2;
SOLES;410004;Bex Digital 19;1/11/2018;871;7,18%;6,18%;Prioridad 1;
SOLES;227178;Bex Digital 11;1/6/2015;2120;8,23%;7,23%;Prioridad 3;
SOLES;353420;Bex Digital 14;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;1034562;Bex Digital 20;1/9/2015;2028;8,25%;7,25%;Prioridad 1;
SOLES;301112;Bex Digital 1;1/5/2019;690;8,11%;7,11%;Prioridad 4;
SOLES;580776;Bex Digital 16;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;206054;Bex Digital 10;1/4/2018;1085;7,40%;6,40%;Prioridad 4;
SOLES;280018;Bex Digital 11;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;935087;Bex Digital 7 ;1/8/2017;1328;8,13%;7,13%;Prioridad 4;
SOLES;431311;Bex Digital 10;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;315907;Bex Digital 14;1/12/2019;476;6,84%;5,84%;Prioridad 4;
SOLES;392648;Bex Digital 14;1/9/2017;1297;8,15%;7,15%;Prioridad 4;
SOLES;272587;Bex Digital 19;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;752772;Bex Digital 19;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;342465;Bex Digital 10;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;488000;Bex Digital 5 ;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;270449;Bex Digital 16;1/3/2018;1116;7,30%;6,30%;Prioridad 4;
SOLES;334491;Bex Digital 7 ;1/9/2019;567;7,18%;6,18%;Prioridad 4;
SOLES;776096;Bex Digital 9 ;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;3217231;Bex Digital 11;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;214000;Bex Digital 14;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;486085;Bex Digital 3 ;1/12/2019;476;6,84%;5,84%;Prioridad 4;
SOLES;1645773;Bex Digital 3 ;1/5/2018;1055;7,43%;6,43%;Prioridad 3;
SOLES;543029;Bex Digital 16;1/2/2019;779;8,15%;7,15%;Prioridad 4;
SOLES;407519;Bex Digital 9 ;1/8/2018;963;7,40%;6,40%;Prioridad 3;
SOLES;376043;Bex Digital 15;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;217825;Bex Digital 11;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;364205;Bex Digital 14;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;321818;Bex Digital 20;1/9/2016;1662;9,32%;8,32%;Prioridad 4;
SOLES;594177;Bex Digital 12;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;404263;Bex Digital 20;1/9/2014;2393;8,99%;7,99%;Prioridad 4;
SOLES;439584;Bex Digital 7 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;771248;Bex Digital 12;1/12/2018;841;7,65%;6,65%;Prioridad 2;
SOLES;409081;Bex Digital 12;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;641537;Bex Digital 14;1/7/2019;629;7,01%;6,01%;Prioridad 4;
SOLES;382507;Bex Digital 3 ;1/9/2015;2028;8,25%;7,25%;Prioridad 1;
SOLES;671662;Bex Digital 20;1/12/2019;476;6,84%;5,84%;Prioridad 4;
SOLES;389051;Bex Digital 4 ;1/4/2018;1085;7,40%;6,40%;Prioridad 4;
SOLES;328137;Bex Digital 12;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;340665;Bex Digital 6 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;421968;Bex Digital 5 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;528000;Bex Digital 5 ;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;561639;Bex Digital 4 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;210705;Bex Digital 2 ;1/10/2019;537;6,96%;5,96%;Prioridad 4;
SOLES;307169;Bex Digital 17;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;203993;Bex Digital 20;1/1/2020;445;6,82%;5,82%;Prioridad 4;
SOLES;321297;Bex Digital 17;1/1/2020;445;6,82%;5,82%;Prioridad 4;
SOLES;312886;Bex Digital 9 ;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;600729;Bex Digital 13;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;603293;Bex Digital 20;1/11/2018;871;7,18%;6,18%;Prioridad 1;
SOLES;277723;Bex Digital 9 ;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;322628;Bex Digital 9 ;1/5/2020;324;6,58%;5,58%;Prioridad 2;
SOLES;641206;Bex Digital 13;1/10/2018;902;7,05%;6,05%;Prioridad 1;
SOLES;454734;Bex Digital 16;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;633778;Bex Digital 20;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;271000;Bex Digital 16;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;260890;Bex Digital 6 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;727300;Bex Digital 19;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;377077;Bex Digital 10;1/9/2019;567;7,18%;6,18%;Prioridad 4;
SOLES;333645;Bex Digital 7 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;204037;Bex Digital 3 ;1/11/2019;506;6,83%;5,83%;Prioridad 4;
SOLES;709214;Bex Digital 1;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;376160;Bex Digital 3 ;1/10/2017;1267;8,39%;7,39%;Prioridad 4;
SOLES;212288;Bex Digital 14;1/10/2018;902;7,05%;6,05%;Prioridad 1;
SOLES;412931;Bex Digital 12;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;278500;Bex Digital 18;1/6/2017;1389;8,34%;7,34%;Prioridad 4;
SOLES;867946;Bex Digital 1;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;240018;Bex Digital 16;1/2/2015;2240;8,83%;7,83%;Prioridad 4;
SOLES;1105492;Bex Digital 18;1/11/2018;871;7,18%;6,18%;Prioridad 1;
SOLES;308953;Bex Digital 20;1/1/2018;1175;7,67%;6,67%;Prioridad 4;
SOLES;350063;Bex Digital 2 ;1/1/2018;1175;7,67%;6,67%;Prioridad 4;
SOLES;496244;Bex Digital 15;1/10/2019;537;6,96%;5,96%;Prioridad 4;
SOLES;200117;Bex Digital 1;1/3/2019;751;8,08%;7,08%;Prioridad 4;
SOLES;264131;Bex Digital 14;1/6/2019;659;7,98%;6,98%;Prioridad 4;
SOLES;384998;Bex Digital 12;1/8/2019;598;7,43%;6,43%;Prioridad 4;
SOLES;259607;Bex Digital 12;1/12/2016;1571;8,57%;7,57%;Prioridad 4;
SOLES;356346;Bex Digital 1;1/1/2020;445;6,82%;5,82%;Prioridad 4;
SOLES;217358;Bex Digital 19;1/8/2014;2424;8,85%;7,85%;Prioridad 4;
SOLES;299802;Bex Digital 11;1/9/2019;567;7,18%;6,18%;Prioridad 4;
SOLES;410964;Bex Digital 16;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;218259;Bex Digital 10;1/4/2019;720;8,05%;7,05%;Prioridad 4;
SOLES;227973;Bex Digital 12;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;693988;Bex Digital 12;1/3/2017;1481;8,61%;7,61%;Prioridad 4;
SOLES;269298;Bex Digital 9 ;1/8/2018;963;7,40%;6,40%;Prioridad 3;
SOLES;792558;Bex Digital 4 ;1/10/2020;171;6,10%;5,10%;Prioridad 4;
SOLES;215026;Bex Digital 12;1/6/2018;1024;7,14%;6,14%;Prioridad 2;
SOLES;309809;Bex Digital 17;1/11/2018;871;7,18%;6,18%;Prioridad 1;
SOLES;478207;Bex Digital 11;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;1055674;Bex Digital 12;1/8/2019;598;7,43%;6,43%;Prioridad 4;
SOLES;683924;Bex Digital 12;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;547500;Bex Digital 19;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;211782;Bex Digital 20;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;230569;Bex Digital 5 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;426035;Bex Digital 17;1/3/2017;1481;8,61%;7,61%;Prioridad 4;
SOLES;207215;Bex Digital 7 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;367021;Bex Digital 9 ;1/4/2015;2181;8,62%;7,62%;Prioridad 4;
SOLES;216528;Bex Digital 16;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;256627;Bex Digital 17;1/4/2016;1815;9,46%;8,46%;Prioridad 4;
SOLES;389517;Bex Digital 18;1/11/2015;1967;8,63%;7,63%;Prioridad 2;
SOLES;433565;Bex Digital 9 ;1/8/2018;963;7,40%;6,40%;Prioridad 3;
SOLES;687340;Bex Digital 18;1/5/2018;1055;7,43%;6,43%;Prioridad 3;
SOLES;262790;Bex Digital 3 ;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;375897;Bex Digital 7 ;1/12/2019;476;6,84%;5,84%;Prioridad 4;
SOLES;325030;Bex Digital 11;1/8/2019;598;7,43%;6,43%;Prioridad 4;
SOLES;370960;Bex Digital 3 ;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;470598;Bex Digital 5 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;214394;Bex Digital 12;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;261014;Bex Digital 1;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;246999;Bex Digital 20;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;298761;Bex Digital 11;1/6/2018;1024;7,14%;6,14%;Prioridad 2;
SOLES;844351;Bex Digital 7 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;583312;Bex Digital 10;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;200272;Bex Digital 14;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;305666;Bex Digital 11;1/12/2019;476;6,84%;5,84%;Prioridad 4;
SOLES;207322;Bex Digital 3 ;1/3/2016;1846;9,31%;8,31%;Prioridad 3;
SOLES;259354;Bex Digital 11;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;658116;Bex Digital 14;1/11/2020;140;6,37%;5,37%;Prioridad 4;
SOLES;330446;Bex Digital 3 ;1/1/2018;1175;7,67%;6,67%;Prioridad 4;
SOLES;340532;Bex Digital 20;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;210670;Bex Digital 20;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;282126;Bex Digital 12;1/6/2020;293;6,59%;5,59%;Prioridad 3;
SOLES;544652;Bex Digital 1;1/5/2020;324;6,58%;5,58%;Prioridad 2;
SOLES;399155;Bex Digital 6 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;213328;Bex Digital 6 ;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;231272;Bex Digital 14;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;403670;Bex Digital 2 ;1/9/2020;201;5,84%;5,00%;Prioridad 4;
SOLES;315425;Bex Digital 11;1/7/2020;263;6,44%;5,44%;Prioridad 3;
SOLES;224693;Bex Digital 16;1/8/2020;232;6,07%;5,07%;Prioridad 3;
SOLES;700615;Bex Digital 19;1/8/2017;1328;8,13%;7,13%;Prioridad 4;
SOLES;225287;Bex Digital 7 ;1/10/2018;902;7,05%;6,05%;Prioridad 1;
SOLES;867377;Bex Digital 2 ;1/12/2018;841;7,65%;6,65%;Prioridad 2;
SOLES;268629;Bex Digital 20;1/11/2019;506;6,83%;5,83%;Prioridad 4;
